Profile Name,Start Time,Duration,Attributes,Title,Supplemental Video Type,Device Type,Bookmark,Latest Bookmark,Country
Justine,2020-12-29 16:41:51,00:17:43,Autoplayed: user action: None; ,Friends: Saison 4: Celui qui soignait les piqûres de méduses (Épisode 1),,Firefox PC (Cadmium),00:22:40,00:22:40,FR (France)
Justine,2020-12-29 16:18:22,00:18:08,Autoplayed: user action: None; ,Friends: Saison 3: Celui qui allait à la plage (Épisode 25),,Firefox PC (Cadmium),00:22:39,00:22:39,FR (France)
Justine,2020-12-29 15:56:11,00:22:05,Autoplayed: user action: None; ,Friends: Saison 3: Celui qui voulait être l'ultime champion (Épisode 24),,Firefox PC (Cadmium),00:22:40,00:22:40,FR (France)
Justine,2020-12-29 15:34:07,00:22:00,Autoplayed: user action: None; ,Friends: Saison 3: Celui qui avait un truc dans le dos (Épisode 23),,Firefox PC (Cadmium),00:22:40,00:22:40,FR (France)
Justine,2020-12-29 14:58:27,00:22:00,Autoplayed: user action: None; ,Friends: Saison 3: Celui qui s'énervait (Épisode 22),,Firefox PC (Cadmium),00:22:39,00:22:39,FR (France)
Justine,2020-12-29 14:36:19,00:22:04,Autoplayed: user action: None; ,Friends: Saison 3: Celui qui avait un poussin (Épisode 21),,Firefox PC (Cadmium),00:22:41,00:22:41,FR (France)
Justine,2020-12-29 14:14:13,00:22:02,Autoplayed: user action: None; ,Friends: Saison 3: Celui qui courait deux lièvres (Épisode 20),,Firefox PC (Cadmium),00:22:41,00:22:41,FR (France)
Justine,2020-12-29 13:59:52,00:14:16,,Friends: Saison 3: Celui qui avait un T-shirt trop petit (Épisode 19),,Firefox PC (Cadmium),00:22:40,00:22:40,FR (France)
Justine,2020-12-29 13:55:01,00:03:46,,Friends: Saison 3: Celui qui avait un T-shirt trop petit (Épisode 19),,Firefox PC (Cadmium),00:08:27,Not latest view,FR (France)
Justine,2020-12-29 13:45:08,00:09:16,Autoplayed: user action: None; ,La Chronique des Bridgerton: Saison 1: Le duc et moi (Épisode 5),,Firefox PC (Cadmium),00:11:48,Not latest view,FR (France)
Justine,2020-12-29 12:57:49,00:44:37,,La Chronique des Bridgerton: Saison 1: Une affaire d'honneur (Épisode 4),,Firefox PC (Cadmium),00:57:59,00:57:59,FR (France)
Justine,2020-12-29 12:54:56,00:01:25,Autoplayed: user action: None; ,La Chronique des Bridgerton: Saison 1: Une affaire d'honneur (Épisode 4),,Firefox PC (Cadmium),00:02:01,Not latest view,FR (France)
Justine,2020-12-29 12:12:00,00:42:45,Autoplayed: user action: None; ,La Chronique des Bridgerton: Saison 1: L'art de la pâmoison (Épisode 3),,Firefox PC (Cadmium),00:53:49,00:53:49,FR (France)
Justine,2020-12-29 11:29:24,00:23:13,,La Chronique des Bridgerton: Saison 1: Choc et ravissement (Épisode 2),,Firefox PC (Cadmium),00:58:24,00:58:24,FR (France)
Justine,2020-12-29 08:58:54,00:23:15,Autoplayed: user action: None; ,La Chronique des Bridgerton: Saison 1: Choc et ravissement (Épisode 2),,Firefox PC (Cadmium),00:29:25,Not latest view,FR (France)
Justine,2020-12-29 08:14:44,00:43:47,,La Chronique des Bridgerton: Saison 1: Un diamant de la plus belle eau (Épisode 1),,Firefox PC (Cadmium),00:54:39,00:54:39,FR (France)
Justine,2020-12-28 22:11:29,00:03:07,Autoplayed: user action: None; ,Friends: Saison 3: Celui qui avait un T-shirt trop petit (Épisode 19),,Firefox PC (Cadmium),00:03:49,Not latest view,FR (France)
Justine,2020-12-28 21:58:08,00:09:58,,Friends: Saison 3: Celui qui s'auto-hypnotisait (Épisode 18),,Firefox PC (Cadmium),00:22:40,00:22:40,FR (France)
Justine,2020-12-28 21:06:22,00:09:39,Autoplayed: user action: None; ,Friends: Saison 3: Celui qui s'auto-hypnotisait (Épisode 18),,Firefox PC (Cadmium),00:12:43,Not latest view,FR (France)
Justine,2020-12-28 20:42:49,00:17:45,Autoplayed: user action: Unspecified; ,Friends: Saison 3: Celui qui était laissé pour compte (Épisode 17),,Firefox PC (Cadmium),00:22:42,00:22:42,FR (France)
Justine,2020-12-28 20:25:37,00:17:06,Autoplayed: user action: None; ,Friends: Saison 3: Celui qui a survécu au lendemain (Épisode 16),,Firefox PC (Cadmium),00:23:01,00:23:01,FR (France)
Justine,2020-12-28 20:07:57,00:17:34,Autoplayed: user action: None; ,Friends: Saison 3: Celui qui vivait mal la rupture (Épisode 15),,Firefox PC (Cadmium),00:22:38,00:22:38,FR (France)
Justine,2020-12-28 20:01:53,00:06:02,,Friends: Saison 3: Celui que les prothèses ne gênaient pas (Épisode 14),,Firefox PC (Cadmium),00:22:42,00:22:42,FR (France)
Justine,2020-12-28 19:03:20,00:08:26,,Friends: Saison 3: Celui que les prothèses ne gênaient pas (Épisode 14),,Firefox PC (Cadmium),00:15:13,Not latest view,FR (France)
Justine,2020-12-28 17:46:38,00:03:18,Autoplayed: user action: None; ,Friends: Saison 3: Celui que les prothèses ne gênaient pas (Épisode 14),,Firefox PC (Cadmium),00:04:44,Not latest view,FR (France)
Justine,2020-12-28 17:28:54,00:17:40,Autoplayed: user action: None; ,Friends: Saison 3: Celui qui persiste et signe (Épisode 13),,Firefox PC (Cadmium),00:22:43,00:22:43,FR (France)
Justine,2020-12-28 17:13:06,00:15:45,,Friends: Saison 3: Celui qui était très jaloux (Épisode 12),,Firefox PC (Cadmium),00:22:43,00:22:43,FR (France)
Justine,2020-12-28 16:39:39,00:24:52,,Bienvenue chez Mamilia: Partie 2: La fête d'anniversaire (Épisode 9),,Firefox PC (Cadmium),00:26:34,00:26:34,FR (France)
Justine,2020-12-27 20:48:28,00:00:55,Autoplayed: user action: None; ,Bienvenue chez Mamilia: Partie 2: La fête d'anniversaire (Épisode 9),,Firefox PC (Cadmium),00:01:47,Not latest view,FR (France)
Justine,2020-12-27 20:28:51,00:19:31,Autoplayed: user action: Unspecified; ,Bienvenue chez Mamilia: Partie 2: Les quinze minutes de M'dear (Épisode 8),,Firefox PC (Cadmium),00:24:40,00:24:40,FR (France)
Justine,2020-12-27 20:17:41,00:11:06,,Bienvenue chez Mamilia: Partie 2: Vous vous souvenez de notre cousine Kenya ? (Épisode 7),,Firefox PC (Cadmium),00:28:04,00:28:04,FR (France)
Justine,2020-12-27 19:07:58,00:13:13,Autoplayed: user action: None; ,Bienvenue chez Mamilia: Partie 2: Vous vous souvenez de notre cousine Kenya ? (Épisode 7),,Firefox PC (Cadmium),00:17:01,Not latest view,FR (France)
Justine,2020-12-27 18:03:57,00:23:56,Autoplayed: user action: None; ,Bienvenue chez Mamilia: Partie 2: Le G Club (Épisode 6),,Firefox PC (Cadmium),00:27:30,00:27:30,FR (France)
Justine,2020-12-27 17:55:33,00:03:30,,Bienvenue chez Mamilia: Partie 2: Quand Shaka a eu des ennuis (Épisode 5),,Firefox PC (Cadmium),00:22:23,00:22:23,FR (France)
Justine,2020-12-27 17:48:23,00:01:46,,Bienvenue chez Mamilia: Partie 2: Quand Shaka a eu des ennuis (Épisode 5),,Firefox PC (Cadmium),00:18:53,Not latest view,FR (France)
Justine,2020-12-27 11:54:02,00:10:28,,Bienvenue chez Mamilia: Partie 2: Quand Shaka a eu des ennuis (Épisode 5),,Firefox PC (Cadmium),00:16:41,Not latest view,FR (France)
Justine,2020-12-27 10:35:18,00:02:24,Autoplayed: user action: None; ,Bienvenue chez Mamilia: Partie 2: Quand Shaka a eu des ennuis (Épisode 5),,Firefox PC (Cadmium),00:03:38,Not latest view,FR (France)
Justine,2020-12-27 10:20:33,00:14:41,,Bienvenue chez Mamilia: Partie 2: Le dilemme amoureux de Jade (Épisode 4),,Firefox PC (Cadmium),00:24:38,00:24:38,FR (France)
Justine,2020-12-27 09:58:33,00:01:38,Autoplayed: user action: Unspecified; ,Bienvenue chez Mamilia: Partie 2: Le dilemme amoureux de Jade (Épisode 4),,TPV 2K19 Philips MT5806 Smart TV,00:07:19,Not latest view,FR (France)
Justine,2020-12-27 09:56:10,00:01:41,,Bienvenue chez Mamilia: Partie 2: Quand nos parents se sont mariés (Épisode 3),,TPV 2K19 Philips MT5806 Smart TV,00:26:55,00:26:55,FR (France)
Justine,2020-12-27 09:49:54,00:05:46,Autoplayed: user action: Unspecified; ,Friends: Saison 3: Celui qui était très jaloux (Épisode 12),,TPV 2K19 Philips MT5806 Smart TV,00:06:24,Not latest view,FR (France)
Justine,2020-12-27 09:27:50,00:22:00,Autoplayed: user action: Unspecified; ,Friends: Saison 3: Celui qui ne s'y retrouvait plus (Épisode 11),,TPV 2K19 Philips MT5806 Smart TV,00:22:40,00:22:40,FR (France)
Justine,2020-12-26 22:32:47,00:01:06,Autoplayed: user action: None; ,Bienvenue chez Mamilia: Partie 2: Le G Club (Épisode 6),,Firefox PC (Cadmium),00:02:00,Not latest view,FR (France)
Justine,2020-12-26 22:15:22,00:17:22,Autoplayed: user action: None; ,Bienvenue chez Mamilia: Partie 2: Quand Shaka a eu des ennuis (Épisode 5),,Firefox PC (Cadmium),00:22:21,Not latest view,FR (France)
Justine,2020-12-26 21:56:08,00:19:12,Autoplayed: user action: None; ,Bienvenue chez Mamilia: Partie 2: Le dilemme amoureux de Jade (Épisode 4),,Firefox PC (Cadmium),00:24:38,Not latest view,FR (France)
Justine,2020-12-26 21:35:02,00:21:03,Autoplayed: user action: None; ,Bienvenue chez Mamilia: Partie 2: Quand nos parents se sont mariés (Épisode 3),,Firefox PC (Cadmium),00:26:57,Not latest view,FR (France)
Justine,2020-12-26 21:13:18,00:21:42,Autoplayed: user action: None; ,Bienvenue chez Mamilia: Partie 2: Quand Papa a retrouvé le chemin (Épisode 2),,Firefox PC (Cadmium),00:27:45,00:27:45,FR (France)
Justine,2020-12-26 20:51:55,00:21:21,Autoplayed: user action: None; ,Bienvenue chez Mamilia: Partie 2: La battle de danse (Épisode 1),,Firefox PC (Cadmium),00:27:19,00:27:19,FR (France)
Justine,2020-12-26 20:19:06,00:22:46,Autoplayed: user action: Unspecified; ,Bienvenue chez Mamilia: Partie 1: Quand les garçons sont devenus des hommes (Épisode 10),,Firefox PC (Cadmium),00:28:34,00:28:34,FR (France)
Justine,2020-12-26 20:13:40,00:05:23,,Bienvenue chez Mamilia: Partie 1: Elvis bis (Épisode 9),,Firefox PC (Cadmium),00:28:12,00:28:12,FR (France)
Justine,2020-12-26 18:47:41,00:05:26,,Bienvenue chez Mamilia: Partie 1: Elvis bis (Épisode 9),,Firefox PC (Cadmium),00:22:49,Not latest view,FR (France)
Justine,2020-12-26 08:02:04,00:13:23,Autoplayed: user action: None; ,Bienvenue chez Mamilia: Partie 1: Elvis bis (Épisode 9),,Firefox PC (Cadmium),00:17:27,Not latest view,FR (France)
Justine,2020-12-26 07:45:29,00:13:46,,Bienvenue chez Mamilia: Partie 1: Mazzi le macho (Épisode 8),,Firefox PC (Cadmium),00:27:41,00:27:41,FR (France)
Justine,2020-12-25 21:21:36,00:07:55,Autoplayed: user action: None; ,Bienvenue chez Mamilia: Partie 1: Mazzi le macho (Épisode 8),,Firefox PC (Cadmium),00:10:32,Not latest view,FR (France)
Justine,2020-12-25 20:52:11,00:19:27,Autoplayed: user action: None; ,Bienvenue chez Mamilia: Partie 1: La rentrée scolaire (Épisode 7),,Firefox PC (Cadmium),00:24:57,00:24:57,FR (France)
Justine,2020-12-25 20:44:24,00:07:45,,Bienvenue chez Mamilia: Partie 1: Un voyage complètement fou (Épisode 6),,Firefox PC (Cadmium),00:23:38,00:23:38,FR (France)
Justine,2020-12-25 19:28:02,00:10:42,Autoplayed: user action: None; ,Bienvenue chez Mamilia: Partie 1: Un voyage complètement fou (Épisode 6),,Firefox PC (Cadmium),00:14:00,Not latest view,FR (France)
Justine,2020-12-25 19:08:30,00:19:29,Autoplayed: user action: None; ,Bienvenue chez Mamilia: Partie 1: Sous les tirs et dans le feu (Épisode 5),,Firefox PC (Cadmium),00:24:59,00:24:59,FR (France)
Justine,2020-12-25 18:43:36,00:19:30,Autoplayed: user action: None; ,Bienvenue chez Mamilia: Partie 1: Quand j'ai perdu ma sœur (Épisode 4),,Firefox PC (Cadmium),00:25:01,00:25:01,FR (France)
Justine,2020-12-25 18:19:52,00:13:38,,Bienvenue chez Mamilia: Partie 1: L'école biblique (Épisode 3),,Firefox PC (Cadmium),00:25:46,00:25:46,FR (France)
Justine,2020-12-25 09:15:39,00:06:27,Autoplayed: user action: None; ,Bienvenue chez Mamilia: Partie 1: L'école biblique (Épisode 3),,Firefox PC (Cadmium),00:08:41,Not latest view,FR (France)
Justine,2020-12-25 08:53:41,00:09:53,,Bienvenue chez Mamilia: Partie 1: Charlie Wilson (Épisode 2),,Firefox PC (Cadmium),00:26:30,00:26:30,FR (France)
Justine,2020-12-25 06:19:17,01:24:19,,Noël chez les Cooper,,Firefox PC (Cadmium),01:45:20,Not latest view,FR (France)
Justine,2020-12-24 07:00:53,00:12:06,,Bienvenue chez Mamilia: Partie 1: Charlie Wilson (Épisode 2),,Firefox PC (Cadmium),00:15:30,Not latest view,FR (France)
Justine,2020-12-24 06:54:15,00:06:28,,Bienvenue chez Mamilia: Partie 1: Comment tout a commencé (Épisode 1),,Firefox PC (Cadmium),00:32:21,00:32:21,FR (France)
Justine,2020-12-23 21:29:29,00:19:29,,Bienvenue chez Mamilia: Partie 1: Comment tout a commencé (Épisode 1),,Firefox PC (Cadmium),00:24:18,Not latest view,FR (France)
Justine,2020-12-23 20:00:07,01:06:22,,L'ambassadrice de Noël,,Firefox PC (Cadmium),01:22:54,01:22:54,FR (France)
Justine,2020-12-23 18:50:52,00:06:31,,The Prom,,Firefox PC (Cadmium),00:08:09,00:08:09,FR (France)
Justine,2020-12-23 06:05:52,00:13:15,,Friends: Saison 3: Celui qui fait démissionner Rachel (Épisode 10),,Firefox PC (Cadmium),00:21:50,00:21:50,FR (France)
Justine,2020-12-23 05:30:27,00:30:49,,Tiny Pretty Things: Saison 1: Équilibre (Épisode 10),,Firefox PC (Cadmium),00:56:11,00:56:11,FR (France)
Justine,2020-12-22 21:47:05,00:14:06,Autoplayed: user action: None; ,Tiny Pretty Things: Saison 1: Équilibre (Épisode 10),,Firefox PC (Cadmium),00:17:45,Not latest view,FR (France)
Justine,2020-12-22 20:13:11,00:44:56,Autoplayed: user action: Unspecified; ,Tiny Pretty Things: Saison 1: Envol (Épisode 9),,Firefox PC (Cadmium),00:52:33,00:52:33,FR (France)
Justine,2020-12-22 19:35:57,00:07:50,,Tiny Pretty Things: Saison 1: Relevé (Épisode 8),,Firefox PC (Cadmium),00:51:39,00:51:39,FR (France)
Justine,2020-12-22 05:36:21,00:34:49,,Tiny Pretty Things: Saison 1: Relevé (Épisode 8),,Firefox PC (Cadmium),00:43:50,Not latest view,FR (France)
Justine,2020-12-21 21:17:03,00:00:35,Autoplayed: user action: None; ,Tiny Pretty Things: Saison 1: Relevé (Épisode 8),,Firefox PC (Cadmium),00:00:48,Not latest view,FR (France)
Justine,2020-12-21 20:34:09,00:42:51,Autoplayed: user action: None; ,Tiny Pretty Things: Saison 1: Liberté de mouvement (Épisode 7),,Firefox PC (Cadmium),00:53:47,00:53:47,FR (France)
Justine,2020-12-21 20:16:18,00:17:45,,Tiny Pretty Things: Saison 1: Joie de vivre (Épisode 6),,Firefox PC (Cadmium),00:55:08,00:55:08,FR (France)
Justine,2020-12-20 20:18:42,00:19:27,Autoplayed: user action: None; ,Tiny Pretty Things: Saison 1: Joie de vivre (Épisode 6),,Firefox PC (Cadmium),00:24:15,Not latest view,FR (France)
Justine,2020-12-20 19:05:03,00:54:37,Autoplayed: user action: Unspecified; ,Tiny Pretty Things: Saison 1: Double tour (Épisode 5),,Firefox PC (Cadmium),00:54:49,00:54:49,FR (France)
Justine,2020-12-20 18:47:03,00:15:20,,Tiny Pretty Things: Saison 1: Révolution (Épisode 4),,Firefox PC (Cadmium),00:52:52,00:52:52,FR (France)
Justine,2020-12-20 11:23:07,00:20:04,,Tiny Pretty Things: Saison 1: Révolution (Épisode 4),,Firefox PC (Cadmium),00:37:34,Not latest view,FR (France)
Justine,2020-12-20 09:40:07,00:12:34,,Tiny Pretty Things: Saison 1: Révolution (Épisode 4),,Firefox PC (Cadmium),00:16:34,Not latest view,FR (France)
Justine,2020-12-20 09:30:24,00:03:03,Autoplayed: user action: None; ,Tiny Pretty Things: Saison 1: Révolution (Épisode 4),,Firefox PC (Cadmium),00:03:53,Not latest view,FR (France)
Justine,2020-12-20 08:37:46,00:48:13,Autoplayed: user action: Unspecified; ,Tiny Pretty Things: Saison 1: Classe (Épisode 3),,Firefox PC (Cadmium),00:53:51,00:53:51,FR (France)
Justine,2020-12-20 07:38:47,00:53:37,,Tiny Pretty Things: Saison 1: Souplesse (Épisode 2),,Firefox PC (Cadmium),00:55:23,00:55:23,FR (France)
Justine,2020-12-19 22:05:59,00:01:15,Autoplayed: user action: None; ,Friends: Saison 3: Celui qui fait démissionner Rachel (Épisode 10),,Firefox PC (Cadmium),00:02:12,Not latest view,FR (France)
Justine,2020-12-19 21:47:27,00:17:37,Autoplayed: user action: None; ,"Friends: Saison 3: Celui pour qui le foot, c'est pas le pied (Épisode 9)",,Firefox PC (Cadmium),00:22:42,00:22:42,FR (France)
Justine,2020-12-19 21:21:04,00:17:20,,Friends: Saison 3: Celui qui avait pris un coup sur la tête (Épisode 8),,Firefox PC (Cadmium),00:22:44,00:22:44,FR (France)
Justine,2020-12-19 19:52:40,01:25:26,,Un Noël en Californie,,Firefox PC (Cadmium),01:43:37,01:43:37,FR (France)
Justine,2020-12-19 19:23:04,00:03:14,Autoplayed: user action: Unspecified; ,Friends: Saison 3: Celui qui avait pris un coup sur la tête (Épisode 8),,Firefox PC (Cadmium),00:03:55,Not latest view,FR (France)
Justine,2020-12-19 18:58:39,00:22:11,Autoplayed: user action: None; ,Friends: Saison 3: Celui qui était prof et élève (Épisode 7),,Firefox PC (Cadmium),00:22:39,00:22:39,FR (France)
Justine,2020-12-19 18:36:35,00:22:00,Autoplayed: user action: None; ,Friends: Saison 3: Celui qui se souvient (Épisode 6),,Firefox PC (Cadmium),00:22:40,00:22:40,FR (France)
Justine,2020-12-19 18:14:29,00:22:02,Autoplayed: user action: None; ,Friends: Saison 3: Celui qui bricolait (Épisode 5),,Firefox PC (Cadmium),00:22:42,00:22:42,FR (France)
Justine,2020-12-19 17:58:44,00:15:43,,Friends: Saison 3: Celui qui ne supportait pas les poupées (Épisode 4),,Firefox PC (Cadmium),00:22:42,00:22:42,FR (France)
Justine,2020-12-19 17:53:02,00:05:11,Autoplayed: user action: None; ,Friends: Saison 3: Celui qui ne supportait pas les poupées (Épisode 4),,Firefox PC (Cadmium),00:07:05,Not latest view,FR (France)
Justine,2020-12-19 17:35:19,00:17:38,Autoplayed: user action: None; ,Friends: Saison 3: Celui qui avait la technique du câlin (Épisode 3),,Firefox PC (Cadmium),00:22:43,00:22:43,FR (France)
Justine,2020-12-19 17:17:36,00:17:21,,Friends: Saison 3: Celui qui a du mal à se préparer (Épisode 2),,Firefox PC (Cadmium),00:22:42,00:22:42,FR (France)
Justine,2020-12-19 14:30:45,00:00:28,Autoplayed: user action: None; ,Friends: Saison 3: Celui qui a du mal à se préparer (Épisode 2),,Firefox PC (Cadmium),00:00:35,Not latest view,FR (France)
Justine,2020-12-19 14:00:57,00:16:58,,Friends: Saison 3: Celui qui rêvait de la princesse Leia (Épisode 1),,Firefox PC (Cadmium),00:22:38,00:22:38,FR (France)
Justine,2020-12-19 12:37:43,00:00:37,Autoplayed: user action: None; ,Friends: Saison 3: Celui qui rêvait de la princesse Leia (Épisode 1),,Firefox PC (Cadmium),00:01:27,Not latest view,FR (France)
Justine,2020-12-19 12:19:59,00:17:35,Autoplayed: user action: None; ,Friends: Saison 2: Celui qui embrassait mal (Épisode 24),,Firefox PC (Cadmium),00:22:39,00:22:39,FR (France)
Justine,2020-12-19 11:44:16,00:17:44,Autoplayed: user action: None; ,Friends: Saison 2: Celui qui attrape la varicelle (Épisode 23),,Firefox PC (Cadmium),00:22:39,00:22:39,FR (France)
Justine,2020-12-19 11:09:57,00:17:39,Autoplayed: user action: None; ,Friends: Saison 2: Celui qui faisait le lien (Épisode 22),,Firefox PC (Cadmium),00:22:42,00:22:42,FR (France)
Justine,2020-12-19 10:49:09,00:17:47,Autoplayed: user action: None; ,Friends: Saison 2: Celui qui affronte les voyous (Épisode 21),,Firefox PC (Cadmium),00:22:52,00:22:52,FR (France)
Justine,2020-12-19 10:27:28,00:17:26,Autoplayed: user action: None; ,Friends: Saison 2: Celui qui se met à parler (Épisode 20),,Firefox PC (Cadmium),00:22:28,00:22:28,FR (France)
Justine,2020-12-19 10:09:44,00:17:40,Autoplayed: user action: None; ,Friends: Saison 2: Celui qui ne voulait pas partir (Épisode 19),,Firefox PC (Cadmium),00:22:42,00:22:42,FR (France)
Justine,2020-12-19 09:53:29,00:15:29,,Friends: Saison 2: Celui qui disparaît de la série (Épisode 18),,Firefox PC (Cadmium),00:22:38,00:22:38,FR (France)
Justine,2020-12-19 09:48:51,00:01:22,Autoplayed: user action: Unspecified; ,Tiny Pretty Things: Saison 1: Souplesse (Épisode 2),,Firefox PC (Cadmium),00:01:48,Not latest view,FR (France)
Justine,2020-12-19 08:38:55,00:55:40,,Tiny Pretty Things: Saison 1: Corps (Épisode 1),,Firefox PC (Cadmium),00:55:48,00:55:48,FR (France)
Justine,2020-12-18 21:42:40,00:23:37,Autoplayed: user action: None; ,Home for Christmas: Saison 2: Chaos sous le sapin (Épisode 6),,Firefox PC (Cadmium),00:29:36,00:29:36,FR (France)
Justine,2020-12-18 21:15:56,00:26:40,,Home for Christmas: Saison 2: Un rencard princier (Épisode 5),,Firefox PC (Cadmium),00:33:20,00:33:20,FR (France)
Justine,2020-12-18 20:56:06,00:19:36,Autoplayed: user action: None; ,Home for Christmas: Saison 2: Le speed dating de Noël (Épisode 4),,Firefox PC (Cadmium),00:24:40,00:24:40,FR (France)
Justine,2020-12-18 20:34:50,00:21:13,Autoplayed: user action: None; ,Home for Christmas: Saison 2: Un passé marquant (Épisode 3),,Firefox PC (Cadmium),00:26:36,00:26:36,FR (France)
Justine,2020-12-18 20:16:00,00:18:46,Autoplayed: user action: None; ,Home for Christmas: Saison 2: Une envie de vengeance (Épisode 2),,Firefox PC (Cadmium),00:23:38,00:23:38,FR (France)
Justine,2020-12-18 19:34:12,00:28:45,,Home for Christmas: Saison 2: Je t'aime. Ou pas. (Épisode 1),,Firefox PC (Cadmium),00:30:16,00:30:16,FR (France)
Justine,2020-12-13 19:47:05,00:02:37,Autoplayed: user action: None; ,Friends: Saison 2: Celui qui disparaît de la série (Épisode 18),,Firefox PC (Cadmium),00:03:19,Not latest view,FR (France)
Justine,2020-12-13 18:44:54,00:22:01,Autoplayed: user action: None; ,Friends: Saison 2: Celui qui remplace celui qui part (Épisode 17),,Firefox PC (Cadmium),00:22:39,00:22:39,FR (France)
Justine,2020-12-13 18:19:13,00:21:38,Autoplayed: user action: None; ,Friends: Saison 2: Celui qui vit sa vie (Épisode 16),,Firefox PC (Cadmium),00:22:05,00:22:05,FR (France)
Justine,2020-12-13 17:53:03,00:22:00,Autoplayed: user action: None; ,Friends: Saison 2: Celui qui a fait on ne sait quoi avec Rachel (Épisode 15),,Firefox PC (Cadmium),00:22:41,00:22:41,FR (France)
Justine,2020-12-13 17:48:52,00:04:07,,Friends: Saison 2: Celui qui a failli aller au bal de promo (Épisode 14),,Firefox PC (Cadmium),00:22:40,00:22:40,FR (France)
Justine,2020-12-13 16:33:58,00:17:58,,Friends: Saison 2: Celui qui a failli aller au bal de promo (Épisode 14),,Firefox PC (Cadmium),00:18:39,Not latest view,FR (France)
Justine,2020-12-13 16:33:43,00:00:07,,Friends: Saison 2: Celui qui retrouve son singe : 2e partie (Épisode 13),,Firefox PC (Cadmium),00:00:07,00:00:07,FR (France)
Justine,2020-12-13 15:22:44,00:17:34,Autoplayed: user action: None; ,Friends: Saison 2: Celui qui retrouve son singe : 2e partie (Épisode 13),,Firefox PC (Cadmium),00:22:27,Not latest view,FR (France)
Justine,2020-12-13 14:47:07,00:17:30,Autoplayed: user action: None; ,Friends: Saison 2: Celui qui retrouve son singe: 1re partie (Épisode 12),,Firefox PC (Cadmium),00:22:41,00:22:41,FR (France)
Justine,2020-12-13 14:20:39,00:17:40,Autoplayed: user action: None; ,Friends: Saison 2: Celui qui n'apprécie pas certains mariages (Épisode 11),,Firefox PC (Cadmium),00:22:45,00:22:45,FR (France)
Justine,2020-12-13 13:41:10,00:17:38,Autoplayed: user action: None; ,Friends: Saison 2: Celui qui se dédouble (Épisode 10),,Firefox PC (Cadmium),00:22:43,00:22:43,FR (France)
Justine,2020-12-13 13:11:16,00:17:36,Autoplayed: user action: None; ,Friends: Saison 2: Celui qui cassait les radiateurs (Épisode 9),,Firefox PC (Cadmium),00:22:41,00:22:41,FR (France)
Justine,2020-12-13 12:51:01,00:17:38,Autoplayed: user action: None; ,Friends: Saison 2: Celui qui a été très maladroit (Épisode 8),,Firefox PC (Cadmium),00:22:42,00:22:42,FR (France)
Justine,2020-12-13 12:33:01,00:17:56,,Friends: Saison 2: Celui qui tombe des nues (Épisode 7),,Firefox PC (Cadmium),00:22:54,00:22:54,FR (France)
Justine,2020-12-13 12:31:17,00:00:55,Autoplayed: user action: None; ,Friends: Saison 2: Celui qui tombe des nues (Épisode 7),,Firefox PC (Cadmium),00:01:10,Not latest view,FR (France)
Justine,2020-12-13 12:10:22,00:17:44,Autoplayed: user action: None; ,Friends: Saison 2: Celui qui oublie un bébé dans le bus (Épisode 6),,Firefox PC (Cadmium),00:22:43,00:22:43,FR (France)
Justine,2020-12-13 11:52:39,00:17:39,Autoplayed: user action: None; ,Friends: Saison 2: Celui qui se faisait passer pour Bob (Épisode 5),,Firefox PC (Cadmium),00:22:44,00:22:44,FR (France)
Justine,2020-12-13 11:34:55,00:17:40,Autoplayed: user action: None; ,Friends: Saison 2: Celui qui avait viré de bord (Épisode 4),,Firefox PC (Cadmium),00:22:44,00:22:44,FR (France)
Justine,2020-12-13 11:08:02,00:17:58,Autoplayed: user action: Unspecified; ,Friends: Saison 2: Celui qui est mort dans l'appart du dessous (Épisode 3),,Firefox PC (Cadmium),00:22:44,00:22:44,FR (France)
Justine,2020-12-13 10:42:09,00:22:38,Autoplayed: user action: None; ,Friends: Saison 2: Celui qui détestait le lait maternel (Épisode 2),,Firefox PC (Cadmium),00:22:39,00:22:39,FR (France)
Justine,2020-12-13 10:09:02,00:21:20,Autoplayed: user action: None; ,Friends: Saison 2: Celui qui a une nouvelle fiancée (Épisode 1),,Firefox PC (Cadmium),00:22:10,00:22:10,FR (France)
Justine,2020-12-13 10:05:35,00:03:23,,Friends: Saison 1: Celui qui fait craquer Rachel (Épisode 24),,Firefox PC (Cadmium),00:22:40,00:22:40,FR (France)
Justine,2020-12-12 19:45:42,00:14:59,Autoplayed: user action: None; ,Friends: Saison 1: Celui qui fait craquer Rachel (Épisode 24),,Firefox PC (Cadmium),00:19:25,Not latest view,FR (France)
Justine,2020-12-12 19:28:00,00:17:36,Autoplayed: user action: None; ,Friends: Saison 1: Celui qui a failli rater l'accouchement (Épisode 23),,Firefox PC (Cadmium),00:22:38,00:22:38,FR (France)
Justine,2020-12-12 19:05:29,00:17:48,Autoplayed: user action: None; ,Friends: Saison 1: Celui qui rêve par procuration (Épisode 22),,Firefox PC (Cadmium),00:22:38,00:22:38,FR (France)
Justine,2020-12-12 18:47:13,00:17:48,Autoplayed: user action: None; ,Friends: Saison 1: Celui qui avait un singe (Épisode 21),,Firefox PC (Cadmium),00:22:40,00:22:40,FR (France)
Justine,2020-12-12 18:20:30,00:17:34,Autoplayed: user action: None; ,Friends: Saison 1: Celui qui a un dentiste carié (Épisode 20),,Firefox PC (Cadmium),00:22:38,00:22:38,FR (France)
